 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,Cluster,Bankrupt?,Index
0.572076244,0.629470126,0.634616414,0.625001802,0.625001802,0.999353398,0.797847229,0.809744308,0.303520175,0.782036081,0.00011899,1220000000.0,0.521327261,0.001007101,0.005162466,0.187897687,0.187897687,0.187897687,0.242696417,0.331505977,0.013460986,0.119859946,0.192588687,0.022103369,0.848045051,0.689451511,0.689451511,0.217599344,5980000000.0,0.000491152,0.264128805,0.387997839,0.02197185,0.01868714,0.630694443,0.000797016,0.023611573,0.976388427,0.005056017,0.369952559,0.005365848,0.11981533,0.191614509,0.396001999,0.07946027,0.000868392,0.007285551,0.000198525,5450000000.0,0.019354839,0.014329568,0.41068723,0.033804648,0.798196855,0.21430954,0.235095313,0.059641377,0.019368809,0.01522825,0.020350265,0.471357089,0.277060461,0.007069649,0.721841996,0.734064182,0.326761249,0.001320711,0.951143615,0.003078391,0.011779131,0.000108921,0.000104194,0.593975859,7930000000.0,0.671547006,0.774392484,0.721841996,0.326761249,0.111258311,0.618311314,0.436227122,0.679713444,0.312059773,0.013337216,0,0.854479339,0.003386807,0.620616559,0.624999502,0.843001068,0.275357174,0.026816803,0.565277788,1,0.153454596,6,0,600
0.552283918,0.576046664,0.614219177,0.61220254,0.61220254,0.999140906,0.79760541,0.809523103,0.303542412,0.781792431,0.000126275,3460000000.0,0.484319301,0.0,0.0,0.175255994,0.175255994,0.175255994,0.224543821,0.327863054,0.009982304,0.103574627,0.178052271,0.022136697,0.848114306,0.689643792,0.689643792,0.217620834,7510000000.0,0.00047034,0.26426712,0.386833576,0.020199001,0.019546792,0.630612252,0.001541141,0.04253711,0.95746289,0.005198425,0.369637181,0.005365848,0.103554969,0.177045472,0.396583439,0.074962519,0.00058231,0.010877093,0.001391394,8170000000.0,0.018225806,0.025918364,0.4074987,0.045919212,0.846467902,0.51483452,0.496879171,0.14992002,0.020186695,0.016929424,0.046616598,0.408169124,0.276980083,0.000383654,0.980287235,0.73656167,0.327617597,0.0,0.945355221,0.002621626,0.010908606,0.000283501,0.000300662,0.594057244,0.000230488,0.671548255,0.502778544,0.980287235,0.327617597,0.110933234,0.622697085,0.447964902,0.664188356,0.312353721,0.014516876,0,0.820970131,0.003844194,0.623147974,0.612199223,0.841399748,0.275897128,0.026791157,0.565158396,1,0.089849847,6,0,602
0.568566275,0.621947231,0.627763799,0.625917064,0.625917064,0.999154772,0.79761288,0.809517634,0.303526218,0.781794256,0.000332339,0.000253999,0.497845214,0.0,0.038161757,0.198179596,0.198179596,0.198179596,0.243263685,0.330374195,0.028177322,0.120674212,0.19371846,0.022143983,0.84814068,0.689632481,0.689632424,0.217621498,7270000000.0,0.00048696,0.264642438,0.391090123,0.045895021,0.035736699,0.630612252,0.000753244,0.022402273,0.977597727,0.006531152,0.369637181,0.005365848,0.120686567,0.192602368,0.39754536,0.154422789,0.00120114,0.005265203,0.000100695,0.000524253,0.027580645,0.021697046,0.405972276,0.005276227,0.904742502,0.55060421,0.644240698,0.397458376,0.037747463,0.078250285,0.026534229,0.448414399,0.277078696,0.021369551,0.984240465,0.738838267,0.326935809,0.0,0.94851914,0.002385257,0.056065281,0.000169578,0.000149003,0.594024276,0.000292439,0.671597193,0.144208968,0.984240465,0.326935809,0.110933234,0.68670472,0.502107207,0.655395695,0.31900357,0.006273549,0,0.846928727,0.000822291,0.624020598,0.625913116,0.842607782,0.275325155,0.026791157,0.565158396,1,0.160576848,6,0,605
0.491541949,0.554949847,0.5419455,0.602667954,0.602667954,0.999015538,0.797505389,0.809405404,0.303629665,0.781662887,9880000000.0,5450000000.0,0.46317573,0.0,0.166616054,0.174876744,0.174876744,0.174876744,0.220194762,0.318631959,0.013173616,0.098526179,0.175868042,0.022130993,0.848133787,0.689325881,0.68932089,0.217601983,6610000000.0,0.00044314,0.263824976,0.374324727,0.020550326,0.017896111,0.630612252,0.002381018,0.060948695,0.939051305,0.006460768,0.369637181,0.005439578,0.098555539,0.174896312,0.399299057,0.088455772,0.000549846,0.01148166,0.000120758,0.000338154,0.020806452,0.011938369,0.394122702,0.004398264,0.873557813,0.57133449,0.63433373,0.242810533,0.017858882,0.021911843,0.05845275,0.34538568,0.277071819,0.007297705,0.879329745,0.738337303,0.328125095,0.0,0.938098656,0.002471184,0.00996248,0.000292833,0.000268975,0.59406279,0.000302461,0.671605191,0.129033606,0.879329745,0.328125095,0.110933234,0.677092096,0.472990119,0.574276007,0.318592542,0.014267213,0,0.810021293,0.003140842,0.625297242,0.602667842,0.84086433,0.276505785,0.026791157,0.565158396,1,0.063289143,6,0,611
0.558231365,0.622764937,0.610578725,0.614804191,0.614818605,0.999146684,0.79772037,0.809597185,0.303730937,0.781875519,0.000162469,0.000111209,0.474903332,0.0,0.094645207,0.203025578,0.203025578,0.203025578,0.246667297,0.324821391,0.023246669,0.115381484,0.198237554,0.022079917,0.848016288,0.689417607,0.689417607,0.217599477,7440000000.0,0.000471413,0.263997482,0.381273052,0.025916924,0.02154932,0.630612252,0.001394322,0.038999909,0.961000091,0.005688663,0.369637181,0.005365848,0.114872897,0.196810195,0.397365837,0.113943028,0.001040853,0.006075562,0.00016375,0.00023754,0.023064516,0.012191002,0.399493453,0.007155403,0.855713315,0.441428945,0.49728353,0.166086268,0.022185972,0.023966471,0.03637592,0.374331582,0.277071833,0.009979255,0.827121112,0.736939803,0.327285469,0.0,0.962225548,0.002667706,0.01989628,0.000181704,0.000165968,0.594017563,0.00016817,0.671589577,0.252884935,0.827121112,0.327285469,0.110933234,0.665007815,0.472622452,0.610500425,0.31694763,0.01128483,0,0.846947829,0.00337942,0.624272009,0.614804143,0.842773332,0.275790137,0.026791157,0.565158396,1,0.09753204,6,0,635
0.547701458,0.546064108,0.579313668,0.608008187,0.608008187,0.999119183,0.797613433,0.809432355,0.303601386,0.781652641,8060000000.0,1270000000.0,0.484799074,0.000306031,0.433343456,0.181913952,0.181913952,0.181913952,0.21698024,0.324821391,0.006548996,0.099991857,0.175416133,0.022053589,0.848012406,0.689297056,0.689297056,0.217585175,5930000000.0,0.000442466,0.263651693,0.380798033,0.043963669,0.043562778,0.631197518,0.001944209,0.051697554,0.948302446,0.005444142,0.37182805,0.005365848,0.100013028,0.174443858,0.39483376,0.037481259,0.001030708,0.006140459,19100000.0,4770000000.0,0.014032258,0.0113156,0.397910495,0.025656981,0.900628287,0.658877151,0.631221464,0.623653385,0.044097065,0.12005069,0.027148971,0.374468891,0.27697486,0.0,0.472665661,0.73945605,0.327047645,0.004860423,0.942782957,0.002488106,0.005362323,0.000662383,0.000699568,0.594314422,0.001717389,0.671630926,0.359161603,0.472665661,0.327047645,0.114446547,0.670473387,0.472154269,0.624209841,0.317690589,0.006560453,0,0.80405619,0.004277421,0.623114189,0.608003386,0.840497189,0.276188954,0.026909586,0.565666185,1,0.074438911,6,0,638
0.4971969,0.568251199,0.548905188,0.601406766,0.601579729,0.999042922,0.797577188,0.809480138,0.303697824,0.781725343,5390000000.0,3310000000.0,0.465188764,0.0,0.066605932,0.200792213,0.200792213,0.200792213,0.225489269,0.318985641,0.015396948,0.10113183,0.180839045,0.022070688,0.848015053,0.689411952,0.689411952,0.217591646,655000000.0,0.000452448,0.263994374,0.376001267,0.028988365,0.027207553,0.630612594,0.000862674,0.02539529,0.97460471,0.009715012,0.369637181,0.005365848,0.101087824,0.179880854,0.395495584,0.077961019,0.001164619,0.005434277,0.000361128,0.000839713,0.018225806,0.015087467,0.396067479,0.002528085,0.843462604,0.414575217,0.424456846,0.07088097,0.027271612,0.013354652,0.027748151,0.351216654,0.277015114,0.004779125,0.924104727,0.736132937,0.326979489,0.0,0.950969963,0.002752318,0.007137767,0.000219597,0.000220493,0.594041429,0.000100031,0.671471053,0.051797601,0.924104727,0.326979489,0.110933234,0.550114602,0.377588284,0.574436818,0.305054447,0.010069826,0,0.817789245,0.007488153,0.62691436,0.601402154,0.841152303,0.275404983,0.026791302,0.565159089,1,0.143993193,6,0,644
0.536635304,0.59757959,0.580812677,0.610465703,0.610141397,0.999138364,0.797628651,0.809496412,0.303588093,0.781748642,9560000000.0,5090000000.0,0.469479882,0.0,0.191821035,0.234419114,0.234419114,0.234419114,0.245721849,0.326943482,0.038114252,0.126781207,0.20388642,0.022172286,0.848214687,0.690137711,0.690137711,0.217658458,7490000000.0,0.000470215,0.264696832,0.382027495,0.028177759,0.022148207,0.630613622,0.001962447,0.052120809,0.947879191,0.008821494,0.369637181,0.005365848,0.125856987,0.202126536,0.398622497,0.125937031,0.001174764,0.005379627,9840000000.0,0.000953944,0.025322581,0.019109029,0.403247326,0.002275558,0.921083265,0.680176045,0.790715301,0.295149186,0.023348311,0.02924652,0.053190674,0.363206147,0.27708672,0.01281382,0.927010076,0.740497615,0.327885442,0.0,0.951802657,0.002692934,0.013619311,0.000265724,0.000233055,0.594065203,0.000269569,0.671647694,0.056889348,0.927010076,0.327885442,0.110933234,0.74972946,0.508862427,0.604620965,0.326700358,0.010364886,0,0.832873661,0.003267898,0.625246877,0.61046751,0.842124675,0.27620212,0.026791528,0.565160168,1,0.073883066,6,0,647
0.503534344,0.48964239,0.535092885,0.623200104,0.623200104,0.999114446,0.797264677,0.809093712,0.303002215,0.781604782,0.000329333,0.000133282,0.492965284,0.0,0.0,0.165100501,0.165100501,0.165100501,0.215845703,0.323335927,0.007637975,0.10064327,0.166754538,0.022150936,0.848236909,0.687716475,0.687716475,0.217586018,5690000000.0,0.00042148,0.263350195,0.389879289,0.050227612,0.047524164,0.630612252,0.00084626,0.024941802,0.975058198,0.00631177,0.369637181,0.005365848,0.100648135,0.165771812,0.394962374,0.068965517,0.001665771,0.003796479,0.000104899,0.000230732,0.017096774,0.008624767,0.39635015,0.00481053,0.913432462,0.672585798,0.671832104,0.218767445,0.048315277,0.045195206,0.02526417,0.421892445,0.276997996,0.005277627,0.854573133,0.739296618,0.326906292,0.0,0.922997143,0.002146594,0.051839091,0.000376676,0.000383869,0.594150479,0.00032755,0.671644029,0.162518252,0.854573133,0.326906292,0.110933234,0.704910537,0.514666729,0.639531285,0.320907587,0.005709544,0,0.770650652,0.000230995,0.624555798,0.623200589,0.83875424,0.275392799,0.026791157,0.565158396,1,0.146283684,6,0,651
0.47199337,0.536851287,0.52497457,0.594891826,0.594891826,0.998930379,0.797404401,0.809328848,0.303631357,0.781557624,5920000000.0,883000000.0,0.464816353,7000000.0,0.037351959,0.169230121,0.169230121,0.169230121,0.214049352,0.318455118,0.011797268,0.093559156,0.170972358,0.021973957,0.847839912,0.689220363,0.689229308,0.217557785,6760000000.0,0.000447507,0.263776799,0.377454268,0.032701926,0.024556231,0.630617046,0.001235649,0.035099918,0.964900082,0.00532615,0.370167284,0.005365848,0.093515397,0.16997964,0.398440295,0.098950525,0.000848102,0.007449502,8790000000.0,0.00012104,0.020967742,0.014608639,0.390459284,0.01522893,0.877058901,0.444744458,0.56296242,0.150374594,0.024911567,0.024166892,0.032612849,0.349082451,0.277123229,0.020453031,0.815869987,0.737869667,0.327155741,0.0,0.933446678,0.00229591,0.009165521,0.000229093,0.00018457,0.594050586,0.000167148,0.671578499,0.409152275,0.815869987,0.327155741,0.110933234,0.650147505,0.464069988,0.57500714,0.315333212,0.00890259,0,0.799484964,0.001815549,0.797385064,0.594889033,0.840226934,0.275675376,0.026792591,0.565165225,1,0.107610178,6,0,661
0.522107932,0.58547754,0.573049949,0.606948789,0.606948789,0.999049046,0.797482425,0.809394207,0.30351945,0.781660922,0.000133907,0.00015026,0.470739706,0.0,0.094543982,0.203067717,0.203067717,0.203067717,0.235889194,0.327969159,0.049851022,0.11570719,0.188596822,0.022093666,0.848070838,0.689449693,0.689449693,0.217601694,7990000000.0,0.000469367,0.264116372,0.38464476,0.027587433,0.02022865,0.630612252,0.002623588,0.065816126,0.934183874,0.02265073,0.369637181,0.005365848,0.115735991,0.187368977,0.405007616,0.224887556,0.000789263,0.008018205,824000000.0,0.008357787,0.039032258,0.066081107,0.411410868,0.000981558,0.958068055,0.760949207,0.969436291,0.216960933,0.020856532,0.017199771,0.06660494,0.366880614,0.277133773,0.017720585,0.932883184,0.742975011,0.328443339,0.0,0.94708724,0.002389397,0.031617784,0.000183237,0.000146833,0.594020308,0.000114344,0.671575289,0.012297902,0.932883184,0.328443339,0.110933234,0.650272732,0.46201934,0.622444352,0.315449767,0.010590789,0,0.82546469,0.003084579,0.624237304,0.606943566,0.841804742,0.276681925,0.026791157,0.565158396,1,0.058617863,6,0,669
0.520401696,0.574738334,0.572300444,0.616274377,0.616274377,0.999067072,0.797532504,0.809450322,0.30356924,0.781711308,0.000265501,0.000193046,0.495672815,0.0,0.0,0.196620454,0.196620454,0.196620454,0.228041978,0.333415859,0.020826716,0.105528866,0.181366273,0.022103938,0.848029558,0.689469977,0.689469977,0.217595844,6740000000.0,0.00045931,0.264110932,0.395328043,0.02511131,0.024041563,0.630612252,0.001083358,0.031199927,0.968800073,0.005204682,0.369637181,0.005365848,0.105509144,0.180393635,0.397099232,0.109445277,0.000738539,0.0085741,0.00033476,0.00010591,0.022419355,0.016042184,0.397616517,0.019196229,0.84742781,0.462221234,0.462231059,0.223258686,0.024196017,0.033559046,0.034901596,0.440602026,0.277002329,0.002712717,0.970482501,0.736408658,0.327209009,0.0,0.939823303,0.002362052,0.032775525,0.000167059,0.00017314,0.59400895,0.00022487,0.671636229,0.518352287,0.970482501,0.327209009,0.110933234,0.725047685,0.519777663,0.676456664,0.323164862,0.011652212,0,0.821297974,0.000497003,0.624133289,0.616269257,0.841359043,0.27556457,0.026791208,0.565158638,1,0.119826018,6,0,677
0.454979769,0.471925425,0.513250174,0.597197999,0.597197999,0.998908772,0.797130072,0.809095925,0.303197024,0.781530676,0.000117718,5130000000.0,0.456943711,0.001394139,0.0,0.171674181,0.171674181,0.171674181,0.212347547,0.3164745,0.013869353,0.091849198,0.157415079,0.021967462,0.847890308,0.688779016,0.688852593,0.217556156,4990000000.0,0.000412621,0.262430162,0.373998733,0.036260105,0.031656159,0.630594786,0.001035027,0.029960395,0.970039605,0.005798924,0.369637181,0.005365848,0.091829922,0.156443707,0.398716277,0.100449775,0.00050318,0.012568686,0.000197378,0.000258722,0.021451613,0.009312163,0.390323602,0.004905027,0.872717106,0.491999958,0.531202356,0.14336974,0.032329093,0.027031275,0.027728264,0.329951125,0.277042039,0.010491864,0.799081202,0.73755499,0.326992779,0.0,0.920385962,0.002063177,0.03927148,0.000187642,0.000178971,0.594030053,0.000140124,0.671504386,0.23507748,0.799081202,0.326992779,0.110933234,0.553034626,0.390626493,0.552974545,0.305197356,0.008006667,0,0.757601238,0.00321504,0.624793813,0.5971935,0.838054521,0.275529496,0.02678635,0.565135374,1,0.12435772,6,0,693
0.5485302,0.615405582,0.61919803,0.615726661,0.615726661,0.999114908,0.797510785,0.809446677,0.30343123,0.781715378,0.00020884,0.000214099,0.475007339,0.000192019,0.0,0.185917155,0.185917155,0.185917155,0.238347357,0.325599491,0.035482554,0.120674212,0.186638548,0.022125699,0.848068956,0.689478143,0.689478143,0.217602643,7380000000.0,0.000475955,0.264245363,0.383471182,0.030107238,0.021168154,0.630614992,0.001647836,0.045016174,0.954983826,0.007281232,0.369637181,0.005365848,0.120702851,0.185679813,0.404136796,0.215892054,0.000702018,0.009007032,7640000000.0,0.001391956,0.036774194,0.021867427,0.403179485,0.002485009,0.92515573,0.585777973,0.795471133,0.150715195,0.021365726,0.015851638,0.05008542,0.381550493,0.277158884,0.022909037,1.0,0.74045592,0.327740157,0.0,0.947029579,0.002367049,0.058590136,0.00014861,0.000111672,0.594003924,7980000000.0,0.671573274,0.093672496,1.0,0.327740157,0.110933234,0.64531665,0.46054221,0.628092456,0.314829852,0.009688033,0,0.842978744,0.000376235,0.624036485,0.615723449,0.842620617,0.275973922,0.026792169,0.56516322,1,0.085119822,6,0,706
0.46975089,0.536851287,0.519032068,0.611698064,0.611698064,0.999105896,0.797405784,0.809322859,0.303266633,0.78157615,0.000153334,0.000122076,0.478003405,0.0,0.342038668,0.185327209,0.185327209,0.185327209,0.215751158,0.325493386,0.02521288,0.112287273,0.172252768,0.022059199,0.84802857,0.689948719,0.689948719,0.217647408,4960000000.0,0.000451899,0.264149785,0.390670988,0.039462591,0.032683,0.630612252,0.001332312,0.037488285,0.962511715,0.030908628,0.369637181,0.005365848,0.111803215,0.171231431,0.396515113,0.136431784,0.001420267,0.004451428,8690000000.0,0.008124786,0.028064516,0.069412335,0.425533118,0.001077563,0.954220024,0.791670621,0.87538835,0.733708232,0.034326933,0.09176858,0.042041013,0.390142693,0.277053618,0.013599226,0.991890803,0.7415893,0.327450673,0.0,0.950146348,0.002243442,0.050505836,0.000228739,0.000211765,0.594055776,0.000526043,0.671563722,0.009447984,0.991890803,0.327450673,0.110933234,0.627454647,0.44958198,0.629725683,0.312906795,0.007337441,0,0.799938927,0.000762438,0.62443123,0.611698382,0.840252841,0.275745328,0.026791157,0.565158396,1,0.101208366,6,0,711
0.507190562,0.564871348,0.56041544,0.610703527,0.610703527,0.999021199,0.797460705,0.809375459,0.303539511,0.78164422,0.000222022,0.000104248,0.462565109,0.000389039,0.096973378,0.175635245,0.175635245,0.175635245,0.224638366,0.318738063,0.028797435,0.103330348,0.178278226,0.022090663,0.848024606,0.689496147,0.689496147,0.217607889,6980000000.0,0.000467845,0.264176205,0.37863716,0.019071391,0.016795656,0.630752318,0.003827319,0.087160262,0.912839738,0.00709536,0.371382942,0.005365848,0.10331884,0.177324485,0.405919968,0.172413793,0.000417964,0.015151761,0.000154005,0.001018246,0.035806452,0.010642892,0.394077475,0.001365023,0.91500634,0.803478298,0.879166946,0.255552773,0.016816271,0.015506965,0.087162892,0.343962735,0.277066104,0.006172652,0.934507491,0.74156907,0.329444654,0.000578521,0.941937122,0.002304948,0.04279589,0.000206916,0.000194054,0.594017934,0.000166116,0.671592724,0.086079229,0.934507491,0.329444654,0.111611532,0.683583834,0.470925524,0.574090463,0.319953463,0.015379295,0,0.814740213,0.000408567,0.624113301,0.610701046,0.841277539,0.277555051,0.026831457,0.565343498,1,0.043916888,6,0,723
0.53024911,0.538432185,0.570962043,0.61530146,0.61530146,0.998959382,0.797414223,0.809339004,0.303588093,0.781578957,0.000357664,0.000335666,0.476161479,0.0,0.0,0.173991825,0.173991825,0.173991825,0.21518389,0.323548136,0.0114494,0.095106262,0.171348949,0.022573937,0.848154209,0.689766709,0.689766709,0.217630935,7200000000.0,0.000451749,0.265031743,0.387662531,0.033950596,0.03403923,0.630612252,0.001734468,0.047041751,0.952958249,0.00599122,0.369637181,0.005365848,0.095111307,0.170356685,0.395876065,0.085457271,0.0010652,0.005936375,1.0,0.000206524,0.019516129,0.00760836,0.391895253,0.004334026,0.9211064,0.787858386,0.75480332,0.131380314,0.034084416,0.01639508,0.042137791,0.376574285,0.276974872,168000000.0,0.806739879,0.740324778,0.327502734,0.0,0.922722085,0.002252611,0.032572558,0.000375246,0.000398966,0.594133876,0.000174646,0.671511229,0.186914913,0.806739879,0.327502734,0.110933234,0.583495053,0.428952061,0.622632132,0.307950405,0.008567034,0,0.800268695,0.0003779,0.626043737,0.615297088,0.840279178,0.276037303,0.026791157,0.565158396,1,0.081619556,6,0,738
0.591381075,0.606301788,0.634830558,0.625852203,0.625852203,0.999235424,0.79765369,0.809519197,0.303428813,0.781887028,0.0002507,0.000212571,0.496456221,0.0,0.17744711,0.178163583,0.178163583,0.178163583,0.239765529,0.329171677,0.017635404,0.117742855,0.187090457,0.022152738,0.848123117,0.689417723,0.689417723,0.217620924,69000000.0,0.000446534,0.264072857,0.389832719,0.042509072,0.032639332,0.630612937,0.001025908,0.029718536,0.970281464,0.007847304,0.369637181,0.005365848,0.116949208,0.185717518,0.396642386,0.127436282,0.003361975,0.001880308,7090000000.0,0.000886615,0.023870968,0.023726922,0.413649623,0.00387808,0.932997509,0.644226444,0.773148211,0.478461833,0.034085109,0.072870963,0.034439805,0.44594401,0.277092103,0.022084158,1.0,0.740330283,0.327189614,0.0,0.946111122,0.002392701,0.045238518,0.000248411,0.000211041,0.594069195,0.00041929,0.671605211,0.08138098,1.0,0.327189614,0.110933234,0.691519706,0.496633416,0.677519679,0.319625947,0.006793729,0,0.839055548,0.000534319,0.624266111,0.625850995,0.842270462,0.275523035,0.026791314,0.565159146,1,0.125233747,6,0,748
0.495685663,0.563344963,0.547727394,0.618018421,0.618018421,0.999114331,0.797563631,0.809465686,0.303524768,0.781737975,0.000246306,0.000188971,0.477053924,0.0,0.081081081,0.193207197,0.193207197,0.193207197,0.225394724,0.322805404,0.014156722,0.105284586,0.179106726,0.022094187,0.848028841,0.689336153,0.689336153,0.217586247,6160000000.0,0.000440694,0.263823422,0.378068999,0.047417637,0.039660656,0.630612937,0.001379732,0.038637119,0.961362881,0.006305207,0.369637181,0.005365848,0.105313726,0.178304804,0.396244489,0.073463268,0.000967811,0.006538381,9040000000.0,0.000249644,0.018225806,0.018545011,0.401426924,0.009563256,0.908308159,0.61408476,0.655988167,0.406517964,0.042679836,0.081207177,0.026143962,0.369077278,0.277033695,0.012569613,0.59788243,0.739442222,0.326972403,0.0,0.94695765,0.00237223,0.023372312,0.000355848,0.000339024,0.594136081,0.000590077,0.671574316,0.155001088,0.59788243,0.326972403,0.110933234,0.644728337,0.460371184,0.603016424,0.314760004,0.006063669,0,0.815417735,0.000746302,0.624455919,0.618015005,0.841082195,0.275779687,0.026791364,0.565159383,1,0.098362595,6,0,757
0.494125676,0.572557785,0.556239627,0.61415558,0.614097926,0.999129236,0.797468037,0.809406055,0.303326816,0.781667799,0.000168367,3360000000.0,0.470781644,0.0,0.0,0.199612321,0.199612321,0.199612321,0.227001985,0.322663932,0.027360588,0.116684309,0.179935226,0.022074939,0.848014371,0.6892592,0.6892592,0.217576899,8510000000.0,0.000537892,0.263228198,0.381617674,0.0230901,0.019964765,0.630614992,0.001125307,0.032288297,0.967711703,0.00976148,0.369637181,0.005771059,0.116672366,0.177633663,0.396925068,0.151424288,0.00158867,0.003979216,0.000379471,0.001633279,0.028064516,0.039830795,0.414305421,0.003661944,0.834869229,0.380586228,0.413273268,0.120110352,0.020518421,0.018554431,0.033948032,0.36650654,0.277053965,0.006988893,0.915238153,0.735842361,0.327184986,0.0,0.939381137,0.002314884,0.04428391,0.000114795,0.000110568,0.593979961,9630000000.0,0.671560241,0.050021716,0.915238153,0.327184986,0.110933234,0.623479234,0.445371848,0.594377497,0.312521199,0.012685043,0,0.817969861,0.003922596,0.62403721,0.614156774,0.841190621,0.27559548,0.026792151,0.565163132,1,0.116120452,6,0,758
0.521717935,0.58722198,0.57765405,0.611568342,0.611568342,0.999082555,0.797514382,0.809428449,0.30350519,0.781695589,0.000174495,6840000000.0,0.483208777,0.000353035,0.038870331,0.213981712,0.213981712,0.213981712,0.239765529,0.339357714,0.043302025,0.11977852,0.191534232,0.022054901,0.847984538,0.68927556,0.68927556,0.217579172,6180000000.0,0.000539015,0.263288808,0.388016467,0.021099466,0.013876707,0.630724579,0.002059111,0.054206851,0.945793149,0.005387106,0.369637181,0.005365848,0.119090657,0.189329613,0.399205276,0.16191904,0.001071287,0.005907342,7640000000.0,0.000251914,0.034354839,0.016377069,0.398588906,0.008529624,0.868494768,0.424564217,0.601290469,0.282052168,0.014391808,0.02754225,0.053982732,0.400150377,0.277201026,0.017662318,0.906613079,0.737902489,0.327925965,0.0,0.945629999,0.002386465,0.035847018,0.000139333,0.000100288,0.593989691,0.0001858,0.67160778,0.344939118,0.906613079,0.327925965,0.110933234,0.712615799,0.490470458,0.674198644,0.322551959,0.013893397,0,0.828797641,0.000725661,0.623974182,0.611567074,0.841910579,0.276272272,0.026825307,0.565316134,1,0.071076499,6,0,773
0.479208307,0.541593982,0.538840409,0.630176278,0.630176278,0.998935001,0.797404401,0.80935632,0.303621931,0.78161222,0.000620737,0.000653164,0.471449301,0.0,0.0,0.189836079,0.189836079,0.189836079,0.217358419,0.322734668,0.013793729,0.093559156,0.171122995,0.022239323,0.848133504,0.689655709,0.689655709,0.217618408,7230000000.0,0.000450701,0.264155225,0.384579561,0.02489727,0.018207407,0.630612252,0.001566675,0.04314176,0.95685824,0.005695837,0.369953678,0.005365848,0.093531682,0.170160621,0.396619611,0.07946027,0.001032737,0.006119966,8640000000.0,0.000163404,0.018548387,0.009338601,0.391137695,0.007801146,0.86335237,0.473237786,0.54080684,0.325704031,0.021011977,0.041583447,0.041175977,0.366529307,0.277081133,0.010378265,0.854098038,0.737392252,0.327452426,0.001195778,0.934384089,0.002249692,0.052864337,0.000289073,0.000257937,0.59407177,0.000469183,0.671545595,0.252988327,0.854098038,0.327452426,0.111650161,0.618947366,0.446036717,0.603217322,0.311937539,0.011753649,0,0.802059991,0.000633181,0.623938819,0.630171331,0.840373073,0.275915427,0.026791157,0.565158396,1,0.088669322,6,0,777
